Free,Free,"CSE 2nd year 2nd semester B section
EEE - 2823 Electrical Drives & Ins.
CSE - 7019 B",Free,Free,Free,Free,Free
Free,Free,Free,Free,Free,Free,Free,Free
Free,Free,Free,Free,Free,"CSE 2nd year 2nd semester B section
EEE - 2824 Electrical Drives & I. S.
LAB 110","CSE 2nd year 2nd semester B section
EEE - 2824 Electrical Drives & I. S.
LAB 110","CSE 2nd year 2nd semester B section
EEE - 2824 Electrical Drives & I. S.
LAB 110"
Free,Free,Free,"CSE 2nd year 2nd semester B section
EEE -2823 Electrical Drives & I.
CSE - 7019 B",Free,Free,Free,Free
Free,Free,Free,"CSE 2nd year 2nd semester B section
EEE - 2823 Electrical D. & I.
CSE - 7019 B",Free,Free,Free,Free
